book,chapter,source,target
acts,20,asia,gaius
acts,20,asia,derbe
acts,20,asia,timotheus
acts,20,asia,tychicus
acts,20,asia,trophimus
acts,20,eutychus,paul
acts,20,assos,paul
acts,20,assos,mitylene
acts,20,chios,samos
acts,20,chios,trogyllium
acts,20,chios,miletus
acts,20,paul,ephesus
acts,20,paul,asia
acts,20,paul,jerusalem
acts,20,paul,pentecost
acts,20,miletus,ephesus
acts,20,jews,greeks
acts,20,jews,god
acts,20,jews,jesus
acts,20,god,jesus
acts,21,coos,rhodes
acts,21,cyprus,syria
acts,21,cyprus,tyre
acts,21,paul,jerusalem
acts,21,tyre,ptolemais
acts,21,paul,caesarea
acts,21,paul,philip
acts,21,judaea,agabus
acts,21,paul,jews
acts,21,paul,gentiles
acts,21,paul,god
acts,21,paul,jesus
acts,21,caesarea,mnajesus
acts,21,caesarea,cyprus
acts,21,paul,james
acts,21,god,jews
acts,21,jews,gentiles
acts,21,jews,asia
acts,21,trophimus,paul
acts,21,paul,greek
acts,21,paul,tarsus
acts,21,paul,cilicia
acts,21,paul,hebrew
acts,22,damascus,jerusalem
acts,22,god,damascus
acts,22,ananias,jews
acts,22,paul,roman
acts,22,jews,paul
acts,23,paul,god
acts,23,revilest,god
acts,23,paul,sadducees
acts,23,paul,pharisees
acts,23,paul,pharisee
acts,23,sadducees,pharisees
acts,23,pharisees,god
acts,23,god,paul
acts,23,god,jerusalem
acts,23,god,rome
acts,23,jews,paul
acts,23,paul,felix
acts,23,claudius,lysias
acts,23,claudius,felix
acts,23,jews,roman
acts,23,paul,antipatris
acts,23,caesarea,paul
acts,24,tertullus,paul
acts,24,felix,lysias
acts,24,felix,drusilla
acts,24,felix,jewess
acts,24,felix,paul
acts,24,porcius,festus
acts,24,porcius,felix
acts,24,porcius,jews
acts,24,porcius,paul
acts,25,festus,caesarea
acts,25,festus,jerusalem
acts,25,jews,paul
acts,25,festus,paul
acts,25,caesarea,paul
acts,25,jews,jerusalem
acts,25,jews,caesar
acts,25,festus,jews
acts,25,paul,caesar
acts,25,festus,caesar
acts,25,agrippa,bernice
acts,25,agrippa,caesarea
acts,25,agrippa,festus
acts,25,jerusalem,jews
acts,25,jesus,paul
acts,25,paul,augustus
acts,25,agrippa,paul
acts,25,festus,agrippa
acts,26,agrippa,paul
acts,26,jerusalem,jews
acts,26,jesus,nazareth
acts,26,hebrew,saul
acts,26,satan,god
acts,26,damascus,jerusalem
acts,26,damascus,judaea
acts,26,damascus,gentiles
acts,26,damascus,god
acts,26,festus,paul
acts,26,agrippa,christian
acts,26,agrippa,festus
acts,26,agrippa,caesar
acts,27,italy,paul
acts,27,italy,julius
acts,27,italy,augustus
acts,27,adramyttium,asia
acts,27,adramyttium,aristarchus
acts,27,adramyttium,macedonian
acts,27,adramyttium,thessalonica
acts,27,sidon,julius
acts,27,sidon,paul
acts,27,cilicia,pamphylia
acts,27,cilicia,myra
acts,27,cilicia,lycia
acts,27,alexandria,italy
acts,27,cnidus,crete
acts,27,cnidus,salmone
acts,27,phenice,crete
acts,27,paul,crete
acts,28,publius,paul
acts,28,alexandria,pollux
acts,28,appii,paul
acts,28,appii,god
acts,28,rome,paul
acts,28,paul,jerusalem
acts,28,jews,caesar
acts,28,god,jesus
acts,28,god,moses
acts,28,paul,esaias
acts,28,god,gentiles
romans,1,paul,jesus
romans,1,paul,god
romans,1,jesus,god
romans,1,jesus,david
romans,1,rome,god
romans,1,rome,jesus
romans,1,god,jesus
romans,1,god,greek
romans,2,god,jesus
romans,2,god,gentiles
romans,3,jews,gentiles
romans,3,god,jesus
romans,3,god,jews
romans,3,god,gentiles
romans,4,abraham,god
romans,4,david,god
romans,4,jesus,god
romans,5,god,jesus
romans,5,adam,moses
romans,5,jesus,god
romans,6,god,jesus
romans,7,god,jesus
romans,8,god,jesus
romans,9,god,israel
romans,9,abraham,isaac
romans,9,rebecca,isaac
romans,9,jacob,esau
romans,9,jews,gentiles
romans,9,esaias,israel
romans,9,esaias,god
romans,9,esaias,sabaoth
romans,9,esaias,sodoma
romans,9,esaias,gomorrha
romans,10,god,jesus
romans,10,esaias,god
romans,11,god,wot
romans,11,god,elias
romans,11,god,israel
romans,11,god,baal
romans,11,god,gentiles
romans,11,israel,gentiles
romans,11,israel,sion
romans,13,god,jesus
romans,14,god,jesus
romans,15,god,jesus
romans,15,jesus,god
romans,15,gentiles,god
romans,15,esaias,jesse
romans,15,esaias,gentiles
romans,15,jesus,gentiles
romans,15,macedonia,achaia
romans,15,macedonia,jerusalem
romans,15,judaea,jerusalem
romans,16,epaenetus,achaia
romans,16,apelles,aristobulus
romans,16,herodion,narcissus
romans,16,herodion,god
romans,16,god,jesus
romans,16,god,satan
romans,16,timotheus,lucius
romans,16,timotheus,jajesus
romans,16,timotheus,sosipater
romans,16,tertius,god
romans,16,gaius,quartus
1 corinthians,1,paul,jesus
1 corinthians,1,paul,god
1 corinthians,1,paul,sosthenes
1 corinthians,1,god,corinth
1 corinthians,1,god,jesus
1 corinthians,1,paul,apollos
1 corinthians,1,paul,cephas
1 corinthians,1,god,crispus
1 corinthians,1,god,gaius
1 corinthians,1,jews,greeks
1 corinthians,1,jews,god
1 corinthians,3,paul,apollos
1 corinthians,3,paul,god
1 corinthians,3,apollos,god
1 corinthians,4,timotheus,god
1 corinthians,5,god,jesus
1 corinthians,5,satan,god
1 corinthians,5,satan,jesus
1 corinthians,6,god,jesus
1 corinthians,8,god,jesus
1 corinthians,9,god,cephas
1 corinthians,9,moses,god
1 corinthians,10,gentiles,god
1 corinthians,10,jews,gentiles
1 corinthians,10,jews,god
1 corinthians,11,god,jesus
1 corinthians,15,jesus,god
1 corinthians,15,god,jesus
1 corinthians,16,ephesus,pentecost
1 corinthians,16,timotheus,god
1 corinthians,16,stephanas,achaia
1 corinthians,16,stephanas,fortunatus
1 corinthians,16,stephanas,achaicus
1 corinthians,16,asia,aquila
1 corinthians,16,asia,priscilla
1 corinthians,16,asia,god
1 corinthians,16,god,jesus
1 corinthians,16,god,anathema
1 corinthians,16,god,maranatha
2 corinthians,1,paul,jesus
2 corinthians,1,paul,god
2 corinthians,1,paul,timothy
2 corinthians,1,paul,corinth
2 corinthians,1,paul,achaia
2 corinthians,1,god,jesus
2 corinthians,1,macedonia,judaea
2 corinthians,1,jesus,god
2 corinthians,1,jesus,silvanus
2 corinthians,1,jesus,timotheus
2 corinthians,1,god,corinth
2 corinthians,2,troas,god
2 corinthians,2,titus,macedonia
2 corinthians,4,god,jesus
2 corinthians,5,god,jesus
2 corinthians,7,god,titus
2 corinthians,8,god,macedonia
2 corinthians,8,god,jesus
2 corinthians,8,god,titus
2 corinthians,9,macedonia,achaia
2 corinthians,11,hebrews,israelites
2 corinthians,11,hebrews,abraham
2 corinthians,11,god,jesus
2 corinthians,11,damascus,aretas
2 corinthians,13,god,jesus
galatians,1,paul,jesus
galatians,1,paul,god
galatians,1,jews,god
galatians,1,jerusalem,arabia
galatians,1,jerusalem,damascus
galatians,1,jerusalem,peter
galatians,1,james,god
galatians,1,syria,cilicia
galatians,2,jerusalem,barnabas
galatians,2,jerusalem,titus
galatians,2,peter,gentiles
galatians,2,james,cephas
galatians,2,james,john
galatians,2,james,barnabas
galatians,2,peter,antioch
galatians,2,jews,barnabas
galatians,2,peter,jews
galatians,3,abraham,god
galatians,3,god,abraham
galatians,3,abraham,gentiles
galatians,3,abraham,jesus
galatians,3,god,jesus
galatians,4,god,jesus
galatians,4,god,abba
galatians,4,sinai,agar
galatians,4,agar,sinai
galatians,4,agar,arabia
galatians,4,agar,jerusalem
galatians,6,god,jesus
galatians,6,israel,god
ephesians,1,paul,jesus
ephesians,1,paul,god
ephesians,1,paul,ephesus
ephesians,1,god,jesus
ephesians,3,paul,jesus
ephesians,3,paul,gentiles
ephesians,3,god,jesus
ephesians,4,jesus,god
ephesians,4,god,gentiles
ephesians,5,god,jesus
ephesians,6,children,god
ephesians,6,tychicus,god
ephesians,6,god,jesus
philippians,1,paul,timotheus
philippians,1,paul,jesus
philippians,1,paul,philippi
philippians,1,god,jesus
philippians,1,jesus,god
philippians,2,jesus,god
philippians,2,god,jesus
philippians,2,god,timotheus
philippians,3,god,jesus
philippians,3,israel,benjamin
philippians,3,israel,hebrew
philippians,3,israel,hebrews
philippians,3,israel,pharisee
philippians,3,jesus,god
philippians,4,euodias,syntyche
philippians,4,euodias,god
philippians,4,god,jesus
philippians,4,epaphroditus,god
colossians,1,paul,jesus
colossians,1,paul,god
colossians,1,paul,timotheus
colossians,1,god,jesus
colossians,1,god,gentiles
colossians,3,god,jesus
colossians,3,children,god
colossians,4,tychicus,god
colossians,4,aristarchus,marcus
colossians,4,aristarchus,barnabas
colossians,4,jesus,justus
colossians,4,jesus,god
colossians,4,laodicea,hierapolis
colossians,4,luke,demas
colossians,4,laodicea,nymphas
colossians,4,archippus,god
1 thessalonians,1,paul,silvanus
1 thessalonians,1,paul,timotheus
1 thessalonians,1,paul,thessalonians
1 thessalonians,1,paul,god
1 thessalonians,1,paul,jesus
1 thessalonians,1,god,jesus
1 thessalonians,1,macedonia,achaia
1 thessalonians,1,god,macedonia
1 thessalonians,1,god,achaia
1 thessalonians,2,philippi,god
1 thessalonians,2,god,judaea
1 thessalonians,2,god,jesus
1 thessalonians,2,paul,satan
1 thessalonians,3,timotheus,god
1 thessalonians,3,god,jesus
1 thessalonians,4,god,jesus
1 thessalonians,4,gentiles,god
1 thessalonians,4,jesus,god
1 thessalonians,5,god,jesus
2 thessalonians,1,paul,silvanus
2 thessalonians,1,paul,timotheus
2 thessalonians,1,paul,god
2 thessalonians,1,paul,jesus
2 thessalonians,1,god,jesus
2 thessalonians,2,god,jesus
2 thessalonians,3,god,jesus
1 timothy,1,paul,jesus
1 timothy,1,paul,god
1 timothy,1,ephesus,macedonia
1 timothy,1,jesus,god
1 timothy,1,god,jesus
1 timothy,1,hymenaeus,alexander
1 timothy,1,hymenaeus,satan
1 timothy,2,god,jesus
1 timothy,2,adam,eve
1 timothy,3,god,gentiles
1 timothy,4,god,jesus
1 timothy,5,god,jesus
1 timothy,6,god,jesus
1 timothy,6,god,pontius
1 timothy,6,god,pilate
2 timothy,1,paul,jesus
2 timothy,1,paul,god
2 timothy,1,timothy,god
2 timothy,1,timothy,jesus
2 timothy,1,lois,eunice
2 timothy,1,asia,phygellus
2 timothy,1,asia,hermogenes
2 timothy,1,god,onesiphorus
2 timothy,1,god,ephesus
2 timothy,2,hymenaeus,philetus
2 timothy,3,jambres,moses
2 timothy,3,antioch,iconium
2 timothy,3,antioch,lystra
2 timothy,3,antioch,god
2 timothy,4,god,jesus
2 timothy,4,demas,thessalonica
2 timothy,4,demas,crescens
2 timothy,4,demas,galatia
2 timothy,4,demas,titus
2 timothy,4,demas,dalmatia
2 timothy,4,luke,mark
2 timothy,4,tychicus,ephesus
2 timothy,4,troas,carpus
2 timothy,4,god,gentiles
2 timothy,4,erastus,corinth
2 timothy,4,erastus,trophimus
2 timothy,4,erastus,miletum
titus,1,paul,god
titus,1,paul,jesus
titus,1,god,jesus
titus,1,titus,god
titus,1,titus,jesus
titus,2,god,jesus
titus,3,god,jesus
titus,3,artemas,tychicus
titus,3,artemas,nicopolis
philemon,1,paul,jesus
philemon,1,paul,timothy
philemon,1,paul,philemon
philemon,1,apphia,archippus
philemon,1,god,jesus
philemon,1,epaphras,jesus
philemon,1,marcus,aristarchus
philemon,1,marcus,demas
philemon,1,marcus,lucas
hebrews,1,jesus,god
hebrews,2,jesus,god
hebrews,3,egypt,moses
hebrews,4,jesus,god
hebrews,5,god,aaron
hebrews,5,god,melchisedec
hebrews,6,jesus,god
hebrews,6,god,abraham
hebrews,6,jesus,melchisedec
hebrews,7,melchisedec,salem
hebrews,7,melchisedec,god
hebrews,7,melchisedec,abraham
hebrews,7,abraham,salem
hebrews,7,jesus,god
hebrews,7,levi,abraham
hebrews,7,god,juda
hebrews,7,god,melchisedec
hebrews,8,moses,god
hebrews,8,egypt,god
hebrews,8,israel,god
hebrews,10,jesus,god
hebrews,11,abel,god
hebrews,11,abel,cain
hebrews,11,enoch,god
hebrews,11,noah,god
hebrews,11,isaac,jacob
hebrews,11,abraham,isaac
hebrews,11,isaac,esau
hebrews,11,jacob,joseph
hebrews,11,joseph,israel
hebrews,11,gedeon,barak
hebrews,11,gedeon,samjesus
hebrews,11,gedeon,jephthae
hebrews,11,gedeon,david
hebrews,11,gedeon,samuel
hebrews,12,jesus,god
hebrews,12,sion,god
hebrews,12,sion,jerusalem
hebrews,12,jesus,abel
hebrews,13,god,jesus
james,1,james,god
james,1,james,jesus
james,2,god,jesus
james,2,abraham,god
1 peter,1,peter,jesus
1 peter,1,peter,pontus
1 peter,1,peter,galatia
1 peter,1,peter,cappadocia
1 peter,1,peter,asia
1 peter,1,peter,bithynia
1 peter,1,god,jesus
1 peter,2,shepherd,bishop
1 peter,3,sara,abraham
1 peter,3,god,noah
1 peter,3,god,jesus
1 peter,4,god,jesus
1 peter,4,christian,god
1 peter,5,god,jesus
1 peter,5,silvanus,god
1 peter,5,babylon,marcus
2 peter,1,simon,peter
2 peter,1,simon,jesus
2 peter,1,simon,god
2 peter,1,god,jesus
2 peter,2,sodom,gomorrha
2 peter,2,balaam,bosor
2 peter,2,god,jesus
2 peter,3,god,jesus
2 peter,3,god,paul
1 john,1,god,jesus
1 john,2,god,jesus
1 john,2,jesus,god
1 john,3,jesus,god
1 john,4,jesus,god
1 john,4,god,jesus
1 john,5,jesus,god
1 john,5,god,jesus
jude,1,jude,jesus
jude,1,jude,james
jude,1,jude,god
jude,1,god,jesus
jude,1,god,egypt
jude,1,sodom,gomorrha
jude,1,michael,moses
jude,1,michael,god
jude,1,enoch,adam
jude,1,enoch,god
revelation,1,god,jesus
revelation,1,john,asia
revelation,1,john,jesus
revelation,1,john,patmos
revelation,1,john,god
revelation,2,jews,satan
revelation,2,satan,antipas
revelation,2,balaam,balac
revelation,2,balaam,israel
revelation,2,thyatira,jesus
revelation,2,thyatira,god
revelation,2,thyatira,satan
revelation,3,sardis,god
revelation,3,philadelphia,david
revelation,3,laodiceans,god
revelation,7,juda,reuben
revelation,7,juda,gad
revelation,7,aser,nephthalim
revelation,7,simeon,levi
revelation,7,simeon,issachar
revelation,7,zabulon,joseph
revelation,7,zabulon,benjamin
revelation,9,hebrew,abaddon
revelation,9,hebrew,greek
revelation,9,hebrew,apollyon
revelation,11,sodom,egypt
revelation,11,sodom,god
revelation,12,god,jesus
revelation,14,god,jesus
revelation,15,moses,god
revelation,16,hebrew,armageddon
revelation,16,babylon,god
revelation,20,jesus,god
revelation,20,gog,magog
revelation,21,john,jerusalem
revelation,21,john,god
revelation,21,jerusalem,god
revelation,22,god,jesus
